pegy,insider,sentiment,vix,regime_code,time_of_day,regime,conviction,confidence,should_trade,expected_return
0.433,0.2922,0.2164,41.5,1,0.1945,bear,0.2516,0.996,0,-0.0097
0.7874,0.6706,0.7529,7.41,0,0.6051,bull,0.8792,0.9988,1,0.0892
0.1681,0.3003,0.15,57.62,3,0.9084,crisis,0.0725,0.9978,0,-0.0136
0.72,0.8486,0.4395,15.21,0,0.1479,bull,0.8138,0.9854,1,0.073
0.4008,0.5112,0.4059,16.35,2,0.3696,sideways,0.5005,0.9987,0,-0.0141
0.6434,0.8367,0.6398,10.49,0,0.2847,bull,0.849,0.9958,1,0.1052
0.8941,0.3277,0.6353,16.21,0,0.9775,bull,0.7487,0.9732,1,0.0562
0.2764,0.6738,0.6238,22.41,2,0.0876,sideways,0.5574,0.9844,0,0.0036
0.5678,0.5673,0.7337,25.51,2,0.4442,sideways,0.6357,0.9969,0,-0.0184
0.2133,0.0504,0.2004,79.77,3,0.8037,crisis,0.0479,0.9973,0,-0.0238
0.7317,0.7531,0.6846,16.57,0,0.8057,bull,0.853,0.9996,1,0.0867
0.1469,0.1837,0.2883,79.73,3,0.4238,crisis,0.0605,0.9982,0,-0.008
0.3563,0.6007,0.5495,26.42,2,0.1396,sideways,0.5348,0.9945,0,-0.0095
0.0276,0.0,0.4471,39.3,1,0.0861,bear,0.1478,0.9791,0,-0.0056
0.7671,0.6666,0.7355,10.67,0,0.4746,bull,0.8602,0.9991,1,0.0717
0.4123,0.4442,0.4515,18.87,2,0.9866,sideways,0.4915,0.9999,0,-0.0008
0.7305,0.9047,0.9807,19.27,0,0.9601,bull,0.9854,0.9945,1,0.1078
0.549,0.6298,0.5134,24.92,2,0.0884,sideways,0.5946,0.9988,0,-0.0039
0.246,0.4292,0.3183,43.94,1,0.9144,bear,0.2564,0.9972,0,-0.0148
0.3249,0.4493,0.4778,48.53,1,0.5558,bear,0.3002,0.9978,0,-0.004
0.6908,0.4775,0.3327,26.51,2,0.7552,sideways,0.5439,0.9892,0,-0.0153
0.6464,0.3408,0.8357,6.89,0,0.186,bull,0.7415,0.9792,1,0.0333
0.8382,0.8444,0.6522,14.33,0,0.5539,bull,0.9158,0.996,1,0.0657
0.6677,0.7532,0.6748,13.78,0,0.8262,bull,0.833,0.9992,1,0.0373
0.6699,0.5765,0.6189,26.45,2,0.3039,sideways,0.639,0.9993,0,-0.0183
0.2462,0.0,0.9281,43.5,1,0.4635,bear,0.2734,0.923,0,0.0004
0.5643,0.8993,1.0,14.7,0,0.0024,bull,0.9396,0.9827,1,0.0677
0.7292,0.2546,0.7443,19.1,0,0.956,bull,0.693,0.9742,0,-0.0104
0.4574,0.5791,0.5906,11.7,2,0.4725,sideways,0.5911,0.9982,0,-0.0091
0.6654,0.0,0.2829,64.42,1,0.8927,bear,0.2266,0.9628,0,0.001
0.223,0.2912,0.2996,37.52,1,0.4919,bear,0.226,0.9994,0,-0.0107
0.258,0.2725,0.1503,32.23,1,0.2448,bear,0.2089,0.9985,0,-0.0104
1.0,0.7164,0.7003,18.77,0,0.2772,bull,0.9336,0.9905,1,0.0836
0.3368,0.1494,0.22,67.45,3,0.0667,crisis,0.0749,0.997,0,-0.005
0.5413,0.4915,0.4247,16.81,2,0.5811,sideways,0.5408,0.9989,0,-0.0072
0.3943,0.2246,0.3575,44.62,1,0.8683,bear,0.2507,0.9973,0,-0.009
0.2699,0.2536,0.8396,48.12,1,0.476,bear,0.3114,0.9629,0,-0.0035
0.3657,0.1974,0.5588,42.09,1,0.1196,bear,0.2769,0.9891,0,0.0006
0.2499,0.058,0.3731,33.95,1,0.5753,bear,0.1993,0.9916,0,-0.0046
0.3209,0.4521,0.2852,34.12,2,0.1628,sideways,0.402,0.9974,0,-0.0265
0.7515,0.9287,0.9055,19.26,0,0.3197,bull,0.9792,0.9969,1,0.0895
0.7027,0.637,0.5318,21.2,2,0.1355,sideways,0.6531,0.9975,0,-0.013
0.6136,0.9474,0.9468,10.58,0,0.2727,bull,0.965,0.9876,1,0.0899
0.2785,0.2435,0.3129,54.47,1,0.9121,bear,0.2122,0.9996,0,-0.0175
0.623,0.9473,0.6806,8.68,0,0.2899,bull,0.895,0.99,1,0.0693
0.2505,0.561,0.485,56.48,1,0.9363,bear,0.301,0.9913,0,-0.0018
0.4419,0.1124,0.2603,35.1,1,0.7664,bear,0.2301,0.9909,0,-0.0121
0.8526,0.7269,0.9467,9.29,0,0.0945,bull,0.9736,0.9959,1,0.1047
0.3128,0.5141,0.6111,18.93,2,0.5437,sideways,0.5224,0.9923,0,-0.0045
0.356,0.2504,0.5836,28.72,2,0.8268,sideways,0.4348,0.9903,0,-0.02
0.4833,0.2587,0.0329,33.68,1,0.3011,bear,0.2312,0.9831,0,-0.0098
0.2393,0.0,0.0,36.53,1,0.6883,bear,0.1169,0.9936,0,-0.0081
0.749,0.5998,0.7803,20.2,0,0.58,bull,0.8273,0.9969,1,0.0733
0.4818,0.6392,0.356,18.88,2,0.0129,sideways,0.547,0.9933,0,-0.012
0.1145,0.166,0.0,64.12,1,0.373,bear,0.0966,0.9976,0,-0.0194
0.5379,0.2576,0.413,40.11,1,0.3403,bear,0.3022,0.9934,0,-0.0079
0.215,0.2497,0.2275,71.32,3,0.1024,crisis,0.0718,0.9999,0,-0.0148
0.5109,0.8046,0.9124,23.08,0,0.2211,bull,0.8488,0.9856,1,0.0759
0.635,0.3606,0.9063,6.02,0,0.8971,bull,0.7661,0.9752,1,0.0464
0.2664,0.2361,0.3072,46.38,1,0.8314,bear,0.2156,0.9996,0,-0.0342
0.3022,0.0,0.4464,39.45,1,0.5321,bear,0.2052,0.9827,0,-0.0316
0.1779,0.136,0.5381,46.97,1,0.7563,bear,0.2158,0.9837,0,-0.0066
0.9272,0.6808,0.8631,18.42,0,0.4605,bull,0.9436,0.9946,1,0.063
0.9709,0.4159,0.8876,7.41,0,0.8188,bull,0.8934,0.9701,1,0.0907
0.3362,0.1181,0.1244,81.1,3,0.4795,crisis,0.0587,0.9949,0,-0.0133
1.0,0.7384,0.702,12.3,0,0.3626,bull,0.9529,0.9912,1,0.0719
0.4058,0.4474,0.4269,16.71,2,0.8897,sideways,0.4876,0.9999,0,0.011
0.1455,0.2793,0.4185,51.3,1,0.7636,bear,0.2136,0.9938,0,-0.0106
0.7139,0.7903,0.79,13.71,0,0.7099,bull,0.8949,0.9994,1,0.0477
0.6798,0.4707,0.6499,15.17,0,0.8146,bull,0.7301,0.9957,1,0.0532
1.0,0.5925,0.8662,16.53,0,0.8568,bull,0.9424,0.9856,1,0.1144
0.8364,0.4983,0.4915,16.56,0,0.2266,bull,0.7457,0.987,1,0.0386
0.603,0.4465,0.7741,22.54,0,0.1302,bull,0.7182,0.991,1,0.0355
0.8385,0.6795,0.5566,18.67,0,0.6908,bull,0.824,0.9933,1,0.0429
0.5032,0.4488,0.634,14.71,2,0.0777,sideways,0.572,0.997,0,-0.0061
0.374,0.4233,0.0,30.46,2,0.7573,sideways,0.3435,0.9821,0,-0.0045
0.6349,0.4751,0.6757,18.58,0,0.1078,bull,0.7176,0.9963,1,0.0057
0.4788,0.7656,0.3299,20.4,2,0.5135,sideways,0.5752,0.9837,0,0.012
0.8448,0.7252,0.826,13.0,0,0.1189,bull,0.9292,0.9986,1,0.1118
0.6901,0.3082,0.6913,10.17,0,0.0662,bull,0.6981,0.9837,0,-0.0128
0.2611,0.4895,0.4391,47.63,1,0.7546,bear,0.2895,0.9952,0,-0.01
0.3412,0.1728,0.517,23.97,2,0.9201,sideways,0.3975,0.9901,0,-0.0111
0.6698,0.7929,0.7375,23.43,0,0.9012,bull,0.8487,0.9987,1,0.0944
0.8939,0.8515,0.5565,18.31,0,0.3515,bull,0.9031,0.9887,1,0.0881
0.841,0.7985,0.8179,28.5,0,0.8459,bull,0.9241,0.9998,1,0.0833
0.2436,0.0794,0.2291,84.39,3,0.9488,crisis,0.0533,0.9972,0,-0.0064
1.0,0.5231,0.6769,16.06,0,0.1606,bull,0.8649,0.9803,1,0.0906
0.3269,0.5072,0.1677,33.59,1,0.7286,bear,0.2742,0.9904,0,-0.0069
0.7384,0.8086,0.7459,13.3,0,0.5702,bull,0.8977,0.9995,1,0.078
0.7543,0.639,0.7195,12.98,0,0.5781,bull,0.8377,0.9988,1,0.0847
0.7791,1.0,0.7741,12.25,0,0.217,bull,0.9877,0.9945,1,0.151
0.812,0.898,0.8388,18.12,0,0.2819,bull,0.9724,0.9994,1,0.1052
0.0398,0.2051,0.0175,73.26,3,0.5371,crisis,0.0354,0.9965,0,-0.0173
0.1857,0.2001,0.1981,77.87,3,0.0987,crisis,0.0595,1.0,0,-0.0161
0.7108,0.8841,0.9102,9.27,0,0.5042,bull,0.9684,0.9961,1,0.0631
0.391,0.6568,0.6822,15.38,2,0.3665,sideways,0.6118,0.9913,0,-0.0069
0.5752,0.3331,0.5843,54.99,1,0.4397,bear,0.3402,0.9932,0,-0.0191
0.131,0.1552,0.1604,84.16,3,0.1808,crisis,0.0449,0.9999,0,-0.0059
0.3096,0.4374,0.4219,15.88,0,0.3796,bull,0.5241,0.9984,0,-0.0076
0.7925,0.5082,0.8511,18.58,0,0.2276,bull,0.8339,0.9888,1,0.0417
0.5301,0.7,1.0,23.5,0,0.9846,bull,0.8438,0.9811,1,0.08
0.6405,0.8774,0.6821,11.16,0,0.1103,bull,0.873,0.9947,1,0.0317
0.7654,0.574,0.7645,5.0,0,0.7623,bull,0.8457,0.996,1,0.0725
0.1353,0.6632,0.5783,18.61,2,0.5571,sideways,0.5062,0.9732,0,-0.0044
0.6033,0.7145,0.8692,5.0,0,0.3281,bull,0.8684,0.9941,1,0.0647
0.7466,0.6607,0.9686,9.38,0,0.2836,bull,0.9203,0.9916,1,0.0716
0.0126,0.5521,0.2507,40.62,1,0.312,bear,0.2248,0.9756,0,-0.0105
0.2136,0.2021,0.4148,79.54,3,0.444,crisis,0.0777,0.9952,0,-0.0147
0.2158,0.1714,0.0,45.4,1,0.2906,bear,0.1387,0.9957,0,-0.0022
0.408,0.3789,0.7274,12.87,2,0.1888,sideways,0.5486,0.9875,0,-0.0307
0.5771,0.3919,0.8079,13.2,0,0.8411,bull,0.7163,0.9855,1,0.0389
0.4729,0.1117,0.455,60.11,1,0.6791,bear,0.2443,0.9862,0,-0.0146
0.8606,0.6516,0.8886,7.14,0,0.9987,bull,0.9374,0.9944,1,0.0546
0.2413,0.0722,0.1967,42.8,1,0.1052,bear,0.1603,0.9974,0,-0.0028
0.2389,0.0852,0.2297,37.31,1,0.6585,bear,0.1741,0.9975,0,-0.0193
0.508,0.7139,0.6647,19.83,0,0.1434,bull,0.751,0.9961,1,0.0212
0.2187,0.6126,0.1121,42.63,1,0.5906,bear,0.2544,0.9768,0,-0.0222
0.5477,1.0,0.7757,15.67,0,0.9253,bull,0.9024,0.983,1,0.0466
0.1859,0.3236,0.2649,81.68,3,0.0647,crisis,0.074,0.9984,0,-0.0213
0.1813,0.2501,0.0,63.79,3,0.3386,crisis,0.0551,0.9944,0,-0.0011
0.4314,0.0,0.459,45.95,1,0.9907,bear,0.2277,0.9779,0,-0.0022
0.6548,0.829,0.8766,13.24,0,0.8381,bull,0.9136,0.9955,1,0.0831
0.4027,0.7477,0.482,15.39,2,0.2785,sideways,0.5925,0.9891,0,-0.0172
0.519,0.613,0.2996,29.24,2,0.5819,sideways,0.5207,0.9914,0,-0.0069
0.82,0.6806,0.7529,14.26,0,0.7895,bull,0.882,0.9984,1,0.0968
0.2988,0.4034,0.2132,46.96,1,0.4002,bear,0.2405,0.997,0,-0.018
0.4825,0.0833,0.235,41.85,1,0.6032,bear,0.221,0.9865,0,-0.0135
0.4084,0.1867,0.5788,36.82,1,0.4845,bear,0.2926,0.9871,0,-0.0083
0.6336,0.7842,0.7476,14.22,0,0.768,bull,0.852,0.9979,1,0.0942
0.6518,0.8173,0.6347,15.56,0,0.2507,bull,0.835,0.9966,1,0.0431
0.2006,0.2336,0.6629,46.01,1,0.6284,bear,0.2639,0.9778,0,0.0065
0.783,0.6226,0.9809,17.19,0,0.0996,bull,0.9098,0.9893,1,0.0691
0.8206,0.6415,0.4516,19.68,0,0.0682,bull,0.7728,0.9887,1,0.0765
0.5757,0.3344,0.2503,53.35,1,0.9721,bear,0.2839,0.9905,0,-0.0015
0.9957,0.6911,0.7252,11.42,0,0.6792,bull,0.9432,0.9907,1,0.0994
0.5178,0.8552,0.8382,17.93,0,0.622,bull,0.8562,0.988,1,0.074
0.9799,0.8744,0.6589,12.05,0,0.0765,bull,0.9809,0.9911,1,0.0786
0.5827,0.35,0.6625,26.61,2,0.7676,sideways,0.5555,0.9912,0,-0.0188
0.4722,0.5025,0.6326,28.05,2,0.2019,sideways,0.5585,0.9976,0,-0.0269
0.2523,0.1968,0.0199,40.15,1,0.4903,bear,0.1606,0.9951,0,-0.0057
0.7082,0.3911,1.0,16.33,0,0.3436,bull,0.8111,0.9691,1,0.0644
0.3353,0.5391,0.4754,10.56,2,0.5466,sideways,0.5153,0.9964,0,-0.0207
0.2295,0.4416,0.1867,86.03,3,0.0316,crisis,0.0807,0.9938,0,-0.0116
0.287,0.4682,0.6326,58.01,1,0.9149,bear,0.3134,0.99,0,-0.0207
0.74,0.7555,0.711,16.94,0,0.3146,bull,0.8636,0.9998,1,0.0891
0.9004,1.0,0.7006,8.18,0,0.4597,bull,1.0,0.9922,1,0.1072
1.0,0.6046,0.853,18.48,0,0.5567,bull,0.9395,0.9867,1,0.0917
0.501,0.3615,0.1578,14.44,2,0.303,sideways,0.4265,0.9901,0,-0.0139
0.6646,0.4845,0.4221,15.55,2,0.4915,sideways,0.577,0.9947,0,-0.0034
0.9538,0.9127,0.8409,7.62,0,0.7157,bull,1.0,0.9989,1,0.093
0.5921,0.4744,0.0,44.44,1,0.1094,bear,0.2823,0.9673,0,-0.0064
0.1857,0.0,0.3198,37.12,1,0.6601,bear,0.161,0.9914,0,-0.0178
0.2468,0.2233,0.2982,36.16,1,0.5722,bear,0.2179,0.9995,0,-0.0122
0.0364,0.3122,0.0,42.11,1,0.8544,bear,0.134,0.9903,0,-0.0008
0.1411,0.3933,0.5311,11.92,1,0.3914,bear,0.2977,0.987,0,-0.0115
0.0,0.2264,0.2986,20.17,1,0.9709,bear,0.1836,0.9919,0,0.0092
0.3429,0.0802,0.5931,27.04,1,0.3528,bear,0.2692,0.9781,0,-0.0223
0.0,0.4202,0.1832,81.59,3,0.3205,crisis,0.0598,0.9852,0,-0.007
0.8361,0.7156,0.7906,15.54,0,0.0451,bull,0.9083,0.9988,1,0.0695
0.493,0.541,0.5166,12.61,2,0.3489,sideways,0.5704,0.9998,0,-0.0234
0.6624,0.454,0.5877,14.54,2,0.0269,sideways,0.61,0.9963,0,-0.0247
0.3735,0.4666,0.4002,26.47,2,0.3413,sideways,0.4624,0.9992,0,-0.0082
1.0,0.7809,0.3881,20.28,0,0.3451,bull,0.8635,0.968,1,0.0425
0.7846,0.5451,1.0,22.2,0,0.3513,bull,0.8804,0.9827,1,0.0613
0.2809,0.2989,0.4727,45.29,1,0.2476,bear,0.2619,0.9963,0,-0.0202
0.1924,0.2491,0.5469,49.28,1,0.5925,bear,0.2417,0.9879,0,-0.0177
0.2148,0.092,0.239,100.0,3,0.0655,crisis,0.0455,0.9979,0,-0.0136
0.8702,0.5509,0.7332,15.15,0,0.3376,bull,0.8475,0.9914,1,0.0656
1.0,0.6387,0.838,5.35,0,0.3261,bull,0.9696,0.9891,1,0.1025
0.4713,0.1445,0.0,44.61,1,0.8634,bear,0.1875,0.9806,0,-0.0098
0.4086,0.6522,0.224,36.44,1,0.9014,bear,0.3287,0.9846,0,-0.0217
0.7797,0.7959,0.6682,18.89,0,0.696,bull,0.8756,0.9984,1,0.0844
0.3065,0.0695,0.2036,20.7,1,0.9858,bear,0.1979,0.9953,0,-0.0076
0.754,0.7377,0.8256,16.93,0,0.3903,bull,0.8953,0.9993,1,0.0769
0.3073,0.0,0.1833,45.5,1,0.8083,bear,0.1538,0.992,0,-0.0174
0.879,0.5683,0.7824,15.58,0,0.6751,bull,0.8699,0.9916,1,0.0889
0.8851,0.8388,0.4341,20.97,0,0.5028,bull,0.8559,0.9795,1,0.1017
0.4277,0.5355,0.3664,10.26,2,0.3395,sideways,0.5152,0.9976,0,-0.0174
0.219,0.179,0.1082,37.67,1,0.3633,bear,0.168,0.999,0,-0.0101
0.1845,0.3587,0.4363,68.8,1,0.497,bear,0.2232,0.9945,0,0.0013
0.5365,0.407,0.5441,21.63,2,0.7871,sideways,0.5366,0.998,0,-0.0151
0.6176,0.2903,0.4633,22.78,2,0.5358,sideways,0.504,0.9911,0,-0.0129
0.719,0.6724,0.6247,20.87,0,0.0475,bull,0.7961,0.9993,1,0.0389
0.1818,0.212,0.0551,75.73,3,0.402,crisis,0.0505,0.9977,0,-0.0191
0.9587,0.4722,0.6519,8.88,0,0.7429,bull,0.8383,0.9798,1,0.0405
0.9887,0.8086,0.771,11.72,0,0.8442,bull,0.994,0.9955,1,0.117
0.6264,0.8587,0.6191,11.78,0,0.3368,bull,0.8425,0.9938,1,0.0837
0.8796,0.8195,0.5925,12.77,0,0.8012,bull,0.907,0.9924,1,0.0845
0.1726,0.5242,0.0,37.21,1,0.2097,bear,0.2123,0.9762,0,-0.0151
0.0734,0.2906,0.5938,20.15,2,0.6515,sideways,0.3774,0.9772,0,0.0057
0.9818,0.7866,0.797,15.33,0,0.8041,bull,0.9853,0.996,1,0.044
0.0908,0.2701,0.4232,47.9,1,0.5399,bear,0.2046,0.9908,0,-0.0189
0.8906,0.9965,0.8907,19.95,0,0.4023,bull,1.0,0.9988,1,0.0888
0.4614,0.2792,0.4023,48.65,1,0.4532,bear,0.2798,0.9971,0,-0.0112
0.371,0.4877,0.648,17.79,2,0.1806,sideways,0.5429,0.9936,0,-0.0011
0.8606,0.6402,0.9583,13.22,0,0.7033,bull,0.943,0.9911,1,0.1188
0.5651,0.4976,0.3668,19.56,2,0.5768,sideways,0.5312,0.9966,0,-0.012
0.5613,0.6565,0.6294,17.93,0,0.9621,bull,0.7426,0.9992,1,0.0747
0.316,0.7568,0.4807,15.12,2,0.4673,sideways,0.5693,0.9835,0,-0.0024
0.1054,0.1377,0.1096,66.83,3,0.5327,crisis,0.045,0.9999,0,-0.0028
0.2571,0.0,0.4102,32.94,1,0.7691,bear,0.1962,0.9857,0,-0.0215
0.4789,0.0107,0.0,51.23,1,0.5661,bear,0.154,0.9751,0,-0.013
0.2674,0.1871,0.3463,37.47,1,0.5223,bear,0.2217,0.9979,0,0.0048
0.5286,0.789,0.8463,11.2,0,0.1477,bull,0.851,0.9904,1,0.0497
0.9026,0.5018,0.659,19.44,0,0.6853,bull,0.813,0.9864,1,0.0633
0.4804,1.0,0.6705,12.99,0,0.4354,bull,0.8536,0.977,1,0.0758
0.8438,1.0,0.501,19.13,0,0.8302,bull,0.9196,0.9783,1,0.0988
0.7294,0.8575,0.8901,8.09,0,0.2036,bull,0.9619,0.9976,1,0.1274
0.0662,0.0229,0.2476,64.25,1,0.8237,bear,0.0996,0.9953,0,-0.0131
0.2952,0.5364,0.2399,33.22,1,0.2564,bear,0.2868,0.9917,0,-0.0142
0.5056,0.2642,0.6861,52.38,1,0.4059,bear,0.3317,0.9851,0,-0.0164
0.7577,0.5294,0.6497,37.4,0,0.1919,bull,0.7388,0.9957,1,0.0681
0.8792,0.5754,0.9854,20.5,0,0.8272,bull,0.9223,0.9849,1,0.1221
0.575,0.0,0.078,34.96,1,0.5598,bear,0.2027,0.9676,0,-0.0194
0.3485,0.1366,0.7145,64.05,1,0.6469,bear,0.2647,0.9715,0,-0.0101
1.0,0.9976,0.6824,5.0,0,0.1594,bull,1.0,0.9889,1,0.0956
0.6533,0.7413,0.7634,15.32,0,0.2584,bull,0.8467,0.9989,1,0.0798
0.3181,0.5617,0.4341,21.0,2,0.6587,sideways,0.491,0.9951,0,-0.0004
0.5663,0.6437,0.7322,12.43,0,0.8525,bull,0.7791,0.9977,1,0.0738
0.078,0.0667,0.079,85.92,3,0.4858,crisis,0.0253,1.0,0,-0.0149
0.819,1.0,0.7388,20.56,0,0.8596,bull,0.977,0.994,1,0.1288
0.9041,0.6966,0.8463,8.56,0,0.6016,bull,0.9533,0.9962,1,0.0751
0.4093,0.8361,0.3781,15.86,2,0.9006,sideways,0.5944,0.9782,0,-0.0204
0.384,0.2785,0.5174,51.71,1,0.3634,bear,0.2804,0.9952,0,-0.0238
0.1789,0.5231,0.2593,56.88,1,0.0903,bear,0.2381,0.9892,0,-0.0115
0.0532,0.1045,0.0532,69.34,3,0.7242,crisis,0.032,0.9997,0,-0.008
0.8267,0.382,0.7474,12.07,0,0.1119,bull,0.7836,0.9812,1,0.0437
0.5199,0.4174,0.7073,25.94,2,0.9329,sideways,0.5691,0.9928,0,0.0018
0.2258,0.0575,0.3164,43.5,1,0.829,bear,0.1742,0.9942,0,-0.0161
0.0324,0.1438,0.1096,81.88,3,0.9316,crisis,0.0322,0.9989,0,-0.0033
0.9151,0.4481,0.8102,11.36,0,0.8846,bull,0.8561,0.98,1,0.0468
0.6857,0.9137,0.6942,22.83,0,0.1223,bull,0.8845,0.9944,1,0.0879
0.4409,0.674,0.5668,15.34,2,0.3293,sideways,0.6032,0.9955,0,0.0086
0.3389,0.2538,0.1289,56.8,1,0.39,bear,0.1924,0.9963,0,-0.0048
0.5944,0.4239,0.6251,24.56,2,0.2359,sideways,0.5749,0.9961,0,-0.0167
0.0875,0.3663,0.0,46.52,1,0.1443,bear,0.1514,0.9878,0,-0.0145
0.9328,0.6214,0.9161,12.43,0,0.9699,bull,0.9506,0.9898,1,0.1101
0.6091,0.0364,0.3584,72.49,1,0.2543,bear,0.2272,0.9725,0,-0.0093
0.3093,0.4077,0.3082,27.93,1,0.4904,bear,0.2802,0.9989,0,0.0013
0.4496,0.6166,0.9311,13.22,0,0.9487,bull,0.7852,0.9801,1,0.0432
0.8819,0.5298,0.5667,16.37,0,0.4238,bull,0.7942,0.9875,1,0.0552
0.1134,0.3774,0.3929,41.4,1,0.9633,bear,0.2334,0.9918,0,-0.0129
0.5706,0.6786,0.4576,23.27,2,0.937,sideways,0.6042,0.9959,0,-0.0043
0.8819,0.7079,0.6132,12.69,0,0.7157,bull,0.8754,0.9938,1,0.0819
0.7728,0.4274,0.6207,18.36,2,0.0211,sideways,0.6377,0.99,0,-0.0089
0.3015,0.2646,0.0259,69.28,3,0.6058,crisis,0.0667,0.9925,0,0.0026
0.5213,0.3277,0.3772,23.52,2,0.6622,sideways,0.4637,0.9966,0,-0.0001
0.1518,0.5213,0.2324,72.57,3,0.6907,crisis,0.0904,0.9874,0,-0.0182
0.3538,0.5503,0.4267,28.37,2,0.2397,sideways,0.4853,0.9967,0,0.0047
0.395,0.0142,0.1656,57.56,1,0.3093,bear,0.1595,0.9877,0,-0.0156
0.2622,0.2212,0.1552,67.97,3,0.3629,crisis,0.0696,0.999,0,-0.0109
0.5284,0.6549,0.3671,18.69,2,0.1221,sideways,0.5688,0.9931,0,-0.0096
0.5994,0.3637,0.3025,23.37,2,0.8576,sideways,0.4795,0.9918,0,-0.0252
0.9427,0.6688,0.5179,12.6,0,0.9098,bull,0.8556,0.9845,1,0.0787
0.6701,0.704,0.861,13.99,0,0.978,bull,0.87,0.9965,1,0.0553
0.7052,0.983,1.0,5.0,0,0.0903,bull,1.0,0.9909,1,0.1218
0.5375,0.6386,0.4174,11.16,2,0.2355,sideways,0.5905,0.9959,0,-0.0042
0.6089,0.4223,0.5522,18.0,0,0.8902,bull,0.656,0.997,0,-0.0086
0.2282,0.2504,0.1079,74.3,3,0.6314,crisis,0.0627,0.998,0,-0.0151
0.4685,0.3549,0.5586,25.38,2,0.7667,sideways,0.4986,0.9965,0,-0.0182
0.4922,0.2727,0.3482,28.01,1,0.0339,bear,0.2972,0.9959,0,-0.0281
0.5216,0.6185,0.3993,28.35,2,0.8232,sideways,0.5493,0.996,0,-0.0027
0.0592,0.1546,0.3977,62.57,3,0.4711,crisis,0.0659,0.9898,0,-0.0047
0.2516,0.3914,0.5535,41.14,1,0.8412,bear,0.2937,0.9924,0,0.0012
0.8332,0.5099,0.6177,17.05,2,0.8768,sideways,0.6818,0.991,0,-0.0098
0.4735,0.6195,0.6807,19.45,2,0.8244,sideways,0.6189,0.9962,0,0.0053
0.5295,0.4194,0.1968,38.88,1,0.5063,bear,0.2979,0.9904,0,-0.0181
0.8924,0.4576,0.8515,9.59,0,0.6021,bull,0.8665,0.9808,1,0.0898
0.5026,0.7,0.6712,27.18,2,0.7378,sideways,0.6378,0.9962,0,0.0046
0.3215,0.0182,0.0895,24.13,1,0.0274,bear,0.1667,0.9916,0,-0.0208
0.7603,0.5881,0.723,17.46,0,0.6416,bull,0.8154,0.9973,1,0.057
0.1317,0.2394,0.1203,42.29,1,0.791,bear,0.1596,0.9986,0,0.0034
0.7094,1.0,0.9647,12.1,0,0.4007,bull,1.0,0.9916,1,0.0778
0.2921,0.4807,0.202,54.08,1,0.3137,bear,0.2458,0.9933,0,0.0021
0.6339,0.5648,0.8569,15.76,0,0.1578,bull,0.8052,0.9922,1,0.0473
0.2472,0.2359,0.0,52.66,1,0.9697,bear,0.1512,0.9935,0,-0.0148
0.0824,0.4964,0.3888,28.44,2,0.7632,sideways,0.3782,0.9846,0,-0.0159
0.3354,0.5762,0.4009,16.1,2,0.6858,sideways,0.4995,0.9948,0,-0.0049
0.3439,0.2814,0.7589,22.9,2,0.3194,sideways,0.493,0.9775,0,-0.0126
0.2995,0.3512,0.4947,37.44,1,0.7352,bear,0.2889,0.9966,0,-0.0063
0.674,0.6622,0.7741,14.97,0,0.6875,bull,0.8302,0.9987,1,0.0808
0.5731,0.2738,0.2963,18.15,2,0.7995,sideways,0.4509,0.9907,0,0.0083
0.6223,0.6584,0.6695,12.23,0,0.4145,bull,0.7857,0.9998,1,0.0607
0.9601,0.7912,0.6295,28.77,0,0.8764,bull,0.9081,0.9909,1,0.0832
0.0923,0.3618,0.1031,91.63,3,0.8843,crisis,0.0524,0.9922,0,-0.0187
0.9645,0.7402,0.9437,24.51,0,0.9481,bull,0.9897,0.9949,1,0.0753
0.2776,0.0,0.0453,66.97,3,0.6471,crisis,0.0432,0.9926,0,-0.005
0.305,0.2166,0.3292,50.91,1,0.9068,bear,0.2187,0.9988,0,-0.0033
0.2594,0.423,0.1479,69.79,3,0.1983,crisis,0.0861,0.9936,0,-0.0039
0.3284,0.3982,0.6499,19.38,2,0.1688,sideways,0.5014,0.9905,0,-0.0221
0.0765,0.2597,0.5284,56.29,1,0.4289,bear,0.209,0.9828,0,-0.0089
1.0,0.679,0.7292,5.0,0,0.0891,bull,0.9528,0.9901,1,0.0816
0.8778,1.0,0.6255,17.31,0,0.9472,bull,0.9703,0.9878,1,0.115
0.7517,0.2433,0.7871,18.81,0,0.7186,bull,0.7096,0.9691,1,0.023
0.2619,0.0189,0.0,55.27,1,0.92,bear,0.1059,0.9929,0,-0.01
0.5397,0.4215,0.2292,44.17,1,0.6736,bear,0.3006,0.9918,0,-0.0043
0.895,0.7645,0.9158,13.52,0,0.7136,bull,0.985,0.9978,1,0.0771
0.7403,0.741,0.5698,8.32,0,0.8619,bull,0.833,0.9968,1,0.0756
0.439,0.4751,0.446,27.6,2,0.288,sideways,0.4944,0.9999,0,0.0026
0.1144,0.1434,0.47,51.02,1,0.1302,bear,0.1878,0.987,0,-0.0104
0.3294,0.3976,0.4225,21.38,2,0.6001,sideways,0.4416,0.9992,0,0.007
0.0813,0.0,0.1391,85.32,3,0.283,crisis,0.0244,0.9984,0,-0.0245
0.518,0.2156,0.1531,29.0,1,0.4183,bear,0.2554,0.9873,0,-0.0029
